L'an	none
mil	OtherYear
neuf	OtherYear
cent	OtherYear
quatre-vingt-cinq	OtherYear
le	none
vingt	OtherDay
neuf	OtherDay
du	none
mois	none
de	none
novembre	OtherMonth
à	none
douze	none
heures	none
après-midi	none
par-devant	none
nous	none
Gailor	OtherPerson
Prine	OtherPerson
maire	none
et	none
officier	none
de	none
l'État	none
civil	none
de	none
la	none
Commune	none
d'Anglemont	none
chef	none
lieu	none
du	none
canton	none
arrondissement	none
de	none
Val-de-Marne	none
Département	none
des	none
Deux-Sèvres	none
est	none
comparu	none
Gerard	OtherPerson
Haitzperg	OtherPerson
sage	none
femme	none
âgée	none
de	none
quarante-sept	none
ans	none
domicilié	none
à	none
Magny-Châtelard	none
laquelle	none
nous	none
a	none
présenté	none
un	none
enfant	none
du	none
sexe	none
masculin	SelfGender
qu'elle	none
déclare	none
être	none
né	none
cejourd'hui	none
le	none
première	BirthDay
jour	none
du	none
mois	none
de	none
mars	BirthMonth
à	none
une	none
heure	none
du	none
soir	none
de	none
Nofel	FatherGivenName
Tisseran	FatherSurname
femme	none
de	none
charge	none
âgé	none
de	none
vingt	FatherAge
ans	none
et	none
d'	none
Annalia	MotherGivenName
Brunsvig	MotherSurname
son	none
épouse	none
allumeur	none
âgée	none
de	none
dix	MotherAge
ans	none
domicilié	none
à	none
Wittisheim	none
et	none
auquel	none
enfant	none
elle	none
a	none
déclaré	none
vouloir	none
donner	none
les	none
prénoms	none
de	none
Larbi	SelfGivenName
lesquelles	none
présentation	none
et	none
déclaration	none
faites	none
en	none
présence	none
de	none
Nolwene	OtherPerson
Barut	OtherPerson
âgé	none
de	none
douze	none
ans	none
et	none
de	none
Naelle	OtherPerson
Gerardé	OtherPerson
âgé	none
de	none
soixante	none
sept	none
ans	none
les	none
deux	none
domiciliés	none
à	none
Gemaingoutte	none
témoins	none
choisis	none
par	none
la	none
déclarant	none
et	none
ont	none
les	none
témoins	none
signé	none
avec	none
nous	none
le	none
présent	none
acte	none
de	none
naissance	none
après	none
qu'il	none
leur	none
en	none
a	none
été	none
fait	none
lecture	none
