L'an	none
mil	OtherYear
trois	OtherYear
cent	OtherYear
quatre-vingts	OtherYear
le	none
vendredi	none
dix-neuf	OtherDay
octobre	OtherMonth
pardevant	none
nous	none
Laura	OtherPerson
Millard	OtherPerson
maire	none
et	none
officier	none
de	none
l'état	none
civil	none
de	none
la	none
Commune	none
d'Avize	none
chef	none
lieu	none
du	none
canton	none
Département	none
de	none
la	none
Somme	none
après	none
nous	none
être	none
transporté	none
devant	none
la	none
principale	none
porte	none
d'entrée	none
de	none
la	none
maison	none
commune	none
avons	none
annoncé	none
et	none
publié	none
pour	none
la	none
sixième	none
fois	none
qu'il	none
y	none
a	none
promesse	none
de	none
mariage	none
entre	none
Kinaï	SelfGivenName
Rhué	SelfSurname
âgé	none
de	none
soixante-dix-neuf	SelfAge
ans	none
architecte	none
domicilié	none
à	none
Servais	none
majeur	none
fils	none
des	none
époux	none
François-Emmanuel	FatherGivenName
Rhué	FatherSurname
duchesse	none
domicilié	none
à	none
Petit-Fayt	none
et	none
feue	none
Dunvel	MotherGivenName
Broudÿ	MotherSurname
décédée	none
à	none
Rousset	none
et	none
Vinciane	SpouseGivenName
Cranot	SpouseSurname
âgée	none
de	none
dix	SpouseAge
neuf	SpouseAge
ans	none
né	none
à	none
Chaussaire	none
médecin	none
légiste	none
domicilié	none
à	none
Blendecques	none
fille	none
des	none
époux	none
feus	none
Kacy	SpouseFatherGivenName
Cranot	SpouseFatherSurname
et	none
Melha	SpouseMotherGivenName
Kudev	SpouseMotherSurname
tous	none
deux	none
décédés	none
à	none
Jouars-Pontchartrain	none
laquelle	none
publication	none
lue	none
à	none
haute	none
et	none
intelligible	none
voix	none
a	none
été	none
de	none
suite	none
affichée	none
par	none
extrait	none
à	none
la	none
porte	none
de	none
la	none
maison	none
commune	none
de	none
quoi	none
nous	none
avons	none
dressé	none
le	none
présent	none
acte	none
