L'an	none
mil	OtherYear
six	OtherYear
cent	OtherYear
quatre	OtherYear
vingt	OtherYear
sept	OtherYear
le	none
dix	OtherDay
huit	OtherDay
mars	OtherMonth
à	none
dix	none
heures	none
du	none
soir	none
par	none
devant	none
nous	none
Rubin	OtherPerson
Ottina	OtherPerson
maire	none
et	none
officier	none
de	none
l'État	none
civil	none
de	none
la	none
Commune	none
de	none
Vibrac	none
chef	none
lieu	none
du	none
canton	none
arrondissement	none
de	none
Hautes-Alpes	none
Département	none
de	none
la	none
Loire	none
est	none
comparu	none
Ismaila	OtherPerson
Chonemayer	OtherPerson
sage	none
femme	none
âgée	none
de	none
soixante	none
dix	none
neuf	none
ans	none
domicilié	none
dans	none
la	none
commune	none
dudit	none
Vibrac	none
laquelle	none
nous	none
a	none
présenté	none
un	none
enfant	none
du	none
sexe	none
masculin	SelfGender
qu'elle	none
déclare	none
être	none
né	none
dans	none
sa	none
maison	none
à	none
Beauregard-de-Terrasson	none
le	none
jour	none
d'hier	none
à	none
une	none
heure	none
du	none
matin	none
de	none
Léo-Pol	FatherGivenName
Mathurin	FatherSurname
gendarme	none
âgé	none
de	none
soixante	FatherAge
deux	FatherAge
ans	none
domicilié	none
en	none
cette	none
commune	none
et	none
de	none
Birgul	MotherGivenName
Lacher	MotherSurname
âgée	none
de	none
quatre	MotherAge
vingt	MotherAge
trois	MotherAge
ans	none
domicilié	none
à	none
Ousté	none
et	none
auquel	none
enfant	none
elle	none
a	none
déclaré	none
vouloir	none
donner	none
les	none
prénoms	none
de	none
Saban	SelfGivenName
lesquelles	none
présentation	none
et	none
déclaration	none
faites	none
en	none
présence	none
de	none
Maria-Madalena	OtherPerson
Bethug	OtherPerson
rapin	none
âgé	none
de	none
soixante-deux	none
ans	none
et	none
de	none
Lysianne	OtherPerson
Oeuvarard	OtherPerson
âgé	none
de	none
quatre-vingt-onze	none
ans	none
les	none
deux	none
domiciliés	none
en	none
cette	none
commune	none
témoins	none
choisis	none
par	none
la	none
déclarant	none
et	none
ont	none
lesdites	none
déclarant	none
et	none
témoins	none
signé	none
avec	none
nous	none
le	none
présent	none
acte	none
de	none
naissance	none
après	none
qu'il	none
leur	none
en	none
a	none
été	none
fait	none
lecture	none
