L'an	none
mil	MarriageYear
cent	MarriageYear
quatre-vingt-un	MarriageYear
le	none
six	MarriageDay
janvier	MarriageMonth
Anne-Solange	SelfGivenName
Hiéné	SelfSurname
fils	none
de	none
feu	none
Yony	FatherGivenName
Hiéné	FatherSurname
et	none
de	none
Nea	MotherGivenName
Dionisius	MotherSurname
demeurant	none
à	none
Saint-Sauveur-en-Diois	none
âgé	none
de	none
dix	SelfAge
huit	SelfAge
ans	none
a	none
contracté	none
mariage	none
selon	none
la	none
forme	none
du	none
st	none
concile	none
de	none
trente	none
et	none
lesdits	none
Royaux	none
avec	none
Ibticem	SpouseGivenName
Grillone	SpouseSurname
fille	none
de	none
Mohsen	SpouseFatherGivenName
Grillone	SpouseFatherSurname
et	none
de	none
Marie-Clarisse	SpouseMotherGivenName
Kolla	SpouseMotherSurname
demeurant	none
à	none
Gavisse	none
agée	none
de	none
vingt	SpouseAge
deux	SpouseAge
ans	none
en	none
présence	none
de	none
Imaine	OtherPerson
Minétré	OtherPerson
Madinina	OtherPerson
Denquet	OtherPerson
Miriame	OtherPerson
Houlman	OtherPerson
Rokaya	OtherPerson
Corillon	OtherPerson
tous	none
soussigné	none
avec	none
ledit	none
Obryan	OtherPerson
Grasselerer	OtherPerson
et	none
ladite	none
Zaïn	OtherPerson
Jenti	OtherPerson
