L'an	none
mil	OtherYear
deux	OtherYear
cent	OtherYear
soixante-neuf	OtherYear
le	none
septième	OtherDay
jour	none
d'	none
avril	OtherMonth
à	none
onze	none
heures	none
du	none
matin	none
par	none
devant	none
nous	none
Sambo	OtherPerson
Limaker	OtherPerson
maire	none
et	none
officier	none
de	none
l'État	none
civil	none
de	none
la	none
Commune	none
de	none
Francueil	none
chef	none
lieu	none
du	none
canton	none
Département	none
du	none
Var	none
est	none
comparu	none
Anaclet	FatherGivenName
Pouriellot	FatherSurname
forban	none
âgé	none
de	none
quarante	FatherAge
trois	FatherAge
ans	none
domicilié	none
en	none
cette	none
commune	none
lequel	none
nous	none
a	none
présenté	none
un	none
enfant	none
du	none
sexe	none
féminin	SelfGender
né	none
dans	none
la	none
maison	none
de	none
Nasime	OtherPerson
Fortana	OtherPerson
sorcière	none
à	none
Chauffailles	none
cejourd'hui	none
le	none
quatorze	BirthDay
mars	BirthMonth
à	none
une	none
heure	none
du	none
matin	none
de	none
lui	none
déclarant	none
et	none
de	none
Lorlyne	MotherGivenName
Gehandé	MotherSurname
son	none
épouse	none
âgée	none
de	none
trente	MotherAge
et	MotherAge
un	MotherAge
ans	none
et	none
auquel	none
il	none
a	none
déclaré	none
vouloir	none
donner	none
les	none
prénoms	none
de	none
Sylviane	SelfGivenName
lesquelles	none
présentation	none
et	none
déclaration	none
faites	none
en	none
présence	none
de	none
Junot	OtherPerson
Bassin	OtherPerson
âgé	none
de	none
vingt-deux	none
ans	none
et	none
de	none
Kristenn	OtherPerson
Arat	OtherPerson
tavernier	none
âgé	none
de	none
cinquante	none
huit	none
ans	none
les	none
deux	none
domiciliés	none
à	none
Saint-Pierre-Saint-Jean	none
et	none
ont	none
le	none
déclarant	none
et	none
les	none
témoins	none
signé	none
avec	none
nous	none
le	none
présent	none
acte	none
immédiatement	none
après	none
que	none
nous	none
en	none
avons	none
d'une	none
lecture	none
