L'an	none
mil	OtherYear
deux	OtherYear
cent	OtherYear
vingt	OtherYear
quatre	OtherYear
le	none
septième	OtherDay
jour	none
d'	none
avril	OtherMonth
à	none
une	none
heure	none
après-midi	none
par-devant	none
nous	none
Sowann	OtherPerson
Fingueul	OtherPerson
maire	none
et	none
officier	none
de	none
l'état	none
civil	none
de	none
la	none
Commune	none
de	none
Woelfling-lès-Sarreguemines	none
chef	none
lieu	none
du	none
canton	none
arrondissement	none
de	none
Pyrénées-Atlantiques	none
Département	none
de	none
la	none
Charente	none
est	none
comparu	none
Andrée	OtherPerson
Merutre	OtherPerson
veuve	none
de	none
Gireg	OtherPerson
Vandrelit	OtherPerson
accouchée	none
le	none
demeurant	none
audit	none
Woelfling-lès-Sarreguemines	none
laquelle	none
nous	none
à	none
déclare	none
que	none
cejourd'hui	none
le	none
dix	BirthDay
neuf	BirthDay
juillet	BirthMonth
à	none
une	none
heure	none
du	none
soir	none
Dilda	MotherGivenName
Heig	MotherSurname
agée	none
de	none
vingt-quatre	MotherAge
ans	none
fille	none
de	none
Shiloh	OtherPerson
cambot	OtherPerson
et	none
de	none
Fadiha	OtherPerson
Hosselat	OtherPerson
domiciliée	none
audit	none
Woelfling-lès-Sarreguemines	none
est	none
accouchée	none
dans	none
la	none
maison	none
que	none
ses	none
père	none
et	none
mère	none
habitent	none
audit	none
lieu	none
d'un	none
enfant	none
du	none
sexe	none
masculin	SelfGender
qu'elle	none
nous	none
présente	none
et	none
auquel	none
elle	none
a	none
donné	none
les	none
noms	none
et	none
prénoms	none
de	none
Mantre	SelfSurname
Dilan	SelfGivenName
lesdites	none
déclarations	none
et	none
présentation	none
faite	none
en	none
présence	none
de	none
Clet	OtherPerson
Lapossolett	OtherPerson
âgé	none
de	none
quarante	none
cinq	none
ans	none
et	none
de	none
Yulen	OtherPerson
Kurtzmann	OtherPerson
chaudronnier	none
âgé	none
de	none
quatre-vingt-six	none
ans	none
les	none
deux	none
domiciliés	none
en	none
cette	none
commune	none
et	none
ont	none
le	none
déclarant	none
et	none
les	none
témoins	none
signé	none
avec	none
nous	none
le	none
présent	none
acte	none
immédiatement	none
après	none
que	none
nous	none
en	none
avons	none
d'une	none
lecture	none
