L'an	none
mil	MarriageYear
quatre	MarriageYear
cent	MarriageYear
vingt-neuf	MarriageYear
le	none
treize	MarriageDay
août	MarriageMonth
Mucahit	SelfGivenName
Chassigner	SelfSurname
fils	none
de	none
Kepa	FatherGivenName
Chassigner	FatherSurname
et	none
de	none
feu	none
Giselaine	MotherGivenName
Balliot	MotherSurname
demeurant	none
à	none
Castagnac	none
âgé	none
de	none
trente	SelfAge
ans	none
a	none
contracté	none
mariage	none
selon	none
la	none
forme	none
du	none
st	none
concile	none
de	none
trente	none
et	none
lesdits	none
Royaux	none
avec	none
Maelyn	SpouseGivenName
Sig	SpouseSurname
fille	none
de	none
Djanny	SpouseFatherGivenName
Sig	SpouseFatherSurname
et	none
de	none
Marylis	SpouseMotherGivenName
Chaurin	SpouseMotherSurname
demeurant	none
à	none
Vaunac	none
agée	none
de	none
vingt	SpouseAge
cinq	SpouseAge
ans	none
en	none
présence	none
de	none
Marie-Carole	OtherPerson
Roiet	OtherPerson
Gonzague	OtherPerson
Machie	OtherPerson
Hédia	OtherPerson
Hennot	OtherPerson
Arsena	OtherPerson
pigot	OtherPerson
tous	none
soussigné	none
avec	none
ledit	none
Ermelinda	OtherPerson
Dielsch	OtherPerson
et	none
ladite	none
Yassim	OtherPerson
Grazon	OtherPerson
