L'an	none
mil	OtherYear
cent	OtherYear
quatre	OtherYear
vingt	OtherYear
quinze	OtherYear
le	none
neuf	OtherDay
du	none
mois	none
de	none
juin	OtherMonth
à	none
une	none
heure	none
après-midi	none
pardevant	none
nous	none
Karyn	OtherPerson
Charpy	OtherPerson
maire	none
et	none
officier	none
de	none
l'État	none
civil	none
de	none
la	none
Commune	none
de	none
Missy-lès-Pierrepont	none
chef	none
lieu	none
du	none
canton	none
Département	none
de	none
l'Indre	none
est	none
comparu	none
Maman	OtherPerson
Pallain	OtherPerson
sage	none
femme	none
âgée	none
de	none
dix-neuf	none
ans	none
laquelle	none
nous	none
a	none
présenté	none
un	none
enfant	none
du	none
sexe	none
féminin	SelfGender
qu'elle	none
déclare	none
être	none
né	none
dans	none
sa	none
maison	none
dans	none
la	none
commune	none
dudit	none
Missy-lès-Pierrepont	none
le	none
jour	none
d'hier	none
cinquième	BirthDay
jour	none
du	none
mois	none
de	none
septembre	BirthMonth
à	none
une	none
heure	none
du	none
matin	none
de	none
Kaydan	FatherGivenName
Beauvare	FatherSurname
âgé	none
de	none
trente	FatherAge
huit	FatherAge
ans	none
domicilié	none
en	none
cette	none
commune	none
et	none
de	none
Gulsah	MotherGivenName
Johenberg	MotherSurname
son	none
épouse	none
vice-reine	none
âgée	none
de	none
dix	MotherAge
neuf	MotherAge
ans	none
domicilié	none
à	none
Domléger-Longvillers	none
et	none
auquel	none
elle	none
a	none
déclaré	none
vouloir	none
donner	none
les	none
prénoms	none
de	none
Valene	SelfGivenName
lesquelles	none
présentation	none
et	none
déclaration	none
faites	none
en	none
présence	none
de	none
Gurkan	OtherPerson
Wichard	OtherPerson
âgé	none
de	none
vingt	none
sept	none
ans	none
et	none
de	none
Mariamou	OtherPerson
Lambolaz	OtherPerson
âgé	none
de	none
soixante-huit	none
ans	none
les	none
deux	none
domiciliés	none
dans	none
la	none
commune	none
dudit	none
Missy-lès-Pierrepont	none
témoins	none
choisis	none
par	none
la	none
déclarant	none
et	none
ont	none
lesdites	none
déclarant	none
et	none
témoins	none
signé	none
avec	none
nous	none
le	none
présent	none
acte	none
de	none
naissance	none
après	none
qu'il	none
leur	none
en	none
a	none
été	none
fait	none
lecture	none
