L'an	none
mil	OtherYear
quatre	OtherYear
cent	OtherYear
douze	OtherYear
le	none
samedi	none
dix-sept	OtherDay
janvier	OtherMonth
pardevant	none
nous	none
Abdulla	OtherPerson
Dandeleau	OtherPerson
maire	none
et	none
officier	none
de	none
l'état	none
civil	none
de	none
la	none
Commune	none
de	none
Fontaine-la-Mallet	none
canton	none
de	none
Brest-4	none
arrondissement	none
de	none
Ain	none
Département	none
de	none
la	none
Meuse	none
après	none
nous	none
être	none
transporté	none
devant	none
la	none
principale	none
porte	none
d'entrée	none
de	none
la	none
maison	none
commune	none
avons	none
annoncé	none
et	none
publié	none
pour	none
la	none
septième	none
fois	none
qu'il	none
y	none
a	none
promesse	none
de	none
mariage	none
entre	none
Guerlain	SelfGivenName
Brocat	SelfSurname
âgé	none
de	none
soixante-neuf	SelfAge
ans	none
né	none
à	none
Pontarion	none
gérant	none
domicilié	none
à	none
Chavenon	none
mineur	none
fils	none
des	none
conjoints	none
Mahendra	FatherGivenName
Brocat	FatherSurname
huilier	none
domicilié	none
dans	none
la	none
commune	none
dudit	none
Fontaine-la-Mallet	none
et	none
feue	none
Synda	MotherGivenName
Maute	MotherSurname
décédée	none
à	none
Saint-Just	none
et	none
Mayrine	SpouseGivenName
Maulin	SpouseSurname
âgée	none
de	none
treize	SpouseAge
ans	none
né	none
à	none
Rombies-et-Marchipont	none
doyen	none
domicilié	none
à	none
Robine-sur-Galabre	none
majeur	none
fille	none
des	none
conjoints	none
Ulderic	SpouseFatherGivenName
Maulin	SpouseFatherSurname
trimardeur	none
domicilié	none
à	none
Courcelles-lès-Gisors	none
et	none
feue	none
Phoebie	SpouseMotherGivenName
Gékeudez	SpouseMotherSurname
décédée	none
à	none
Bazoncourt	none
laquelle	none
publication	none
lue	none
à	none
haute	none
et	none
intelligible	none
voix	none
a	none
été	none
de	none
suite	none
affichée	none
par	none
extrait	none
à	none
la	none
porte	none
de	none
la	none
maison	none
commune	none
de	none
quoi	none
nous	none
avons	none
dressé	none
le	none
présent	none
acte	none
