L'an	none
mil	MarriageYear
six	MarriageYear
cent	MarriageYear
quarante	MarriageYear
et	MarriageYear
un	MarriageYear
quatrième	MarriageDay
jour	none
du	none
mois	none
de	none
mars	MarriageMonth
à	none
une	none
heure	none
du	none
soir	none
pardevant	none
nous	none
Tylann	OtherPerson
Armiliati	OtherPerson
maire	none
et	none
officier	none
de	none
l'état	none
civil	none
de	none
la	none
Commune	none
de	none
Varennes-Vauzelles	none
chef	none
lieu	none
du	none
canton	none
arrondissement	none
de	none
Gers	none
Département	none
des	none
Yvelines	none
sont	none
comparus	none
publiquement	none
en	none
notre	none
maison	none
commune	none
Prudencio	SelfGivenName
Damez	SelfSurname
docteur	none
âgé	none
de	none
vingt	SelfAge
trois	SelfAge
ans	none
né	none
dans	none
la	none
commune	none
dudit	none
Varennes-Vauzelles	none
canton	none
de	none
Châlette-sur-Loing	none
Morbihan	none
le	none
vingt-deux	BirthDay
avril	BirthMonth
mil	BirthYear
huit	BirthYear
cent	BirthYear
cinquante	BirthYear
deux	BirthYear
domicilié	none
dans	none
la	none
commune	none
dudit	none
Varennes-Vauzelles	none
fils	none
des	none
conjoints	none
feu	none
Sulyvane	FatherGivenName
Damez	FatherSurname
en	none
son	none
vivant	none
archichancelier	none
décédé	none
en	none
cette	none
commune	none
le	none
trente	OtherDay
et	OtherDay
un	OtherDay
août	OtherMonth
mil	OtherYear
huit	OtherYear
cent	OtherYear
soixante	OtherYear
seize	OtherYear
et	none
d'	none
Ellana	MotherGivenName
Grédi	MotherSurname
dresseur	none
âgée	none
de	none
vingt	MotherAge
six	MotherAge
domiciliée	none
à	none
Vals-les-Bains	none
assisté	none
dudit	none
Stoyann	OtherPerson
Palme	OtherPerson
son	none
père	none
présent	none
et	none
consentant	none
d'une	none
part	none
et	none
demoiselle	SpousePrefix
Marie-Gaelle	SpouseGivenName
Fiet	SpouseSurname
âgée	none
de	none
vingt	SpouseAge
six	SpouseAge
ans	none
né	none
à	none
Flourens	none
chef	none
lieu	none
du	none
canton	none
Creuse	none
le	none
six	SpouseBirthDay
octobre	SpouseBirthMonth
mil	SpouseBirthYear
trois	SpouseBirthYear
cent	SpouseBirthYear
trente-deux	SpouseBirthYear
domicilié	none
à	none
Lourdoueix-Saint-Pierre	none
majeur	none
fille	none
des	none
conjoints	none
feus	none
Isae	SpouseFatherGivenName
Fiet	SpouseFatherSurname
en	none
son	none
vivant	none
cuisinier	none
décédé	none
à	none
Gueux	none
le	none
vingt	OtherDay
deux	OtherDay
avril	OtherMonth
mil	OtherYear
cent	OtherYear
douze	OtherYear
et	none
Gianina	SpouseMotherGivenName
Jeanvagot	SpouseMotherSurname
en	none
son	none
vivant	none
blanchisseur	none
décédée	none
à	none
Chapelle-Saint-Aubert	none
le	none
deux	OtherDay
avril	OtherMonth
mil	OtherYear
trois	OtherYear
cent	OtherYear
dix	OtherYear
huit	OtherYear
présents	none
et	none
consentants	none
lesquels	none
nous	none
ont	none
requis	none
de	none
procéder	none
à	none
la	none
célébration	none
du	none
mariage	none
projetté	none
entre	none
eux	none
et	none
