Le	none
vingt	MarriageDay
cinq	MarriageDay
avril	MarriageMonth
mil	MarriageYear
neuf	MarriageYear
cent	MarriageYear
quatre	MarriageYear
vingt	MarriageYear
quatorze	MarriageYear
à	none
douze	none
heures	none
du	none
soir	none
par	none
devant	none
nous	none
Heimiti	OtherPerson
Bourquin	OtherPerson
maire	none
et	none
officier	none
de	none
l'État	none
civil	none
de	none
la	none
Commune	none
de	none
Le	none
Rouret	none
canton	none
de	none
Friville-Escarbotin	none
Département	none
du	none
Puy-de-Dôme	none
sont	none
comparus	none
Saymon	SelfGivenName
Lovant	SelfSurname
âgé	none
de	none
dix	SelfAge
huit	SelfAge
ans	none
fils	none
majeur	none
des	none
époux	none
feus	none
Yatte	FatherGivenName
Lovant	FatherSurname
et	none
Noëllie	MotherGivenName
Boëhin	MotherSurname
tous	none
deux	none
décédés	none
à	none
Saint-Sulpice	none
et	none
Miren	SpouseGivenName
Berder	SpouseSurname
âgée	none
de	none
trente-quatre	SpouseAge
ans	none
fille	none
mineur	none
des	none
époux	none
Keyton	SpouseFatherGivenName
Berder	SpouseFatherSurname
apiculteur	none
et	none
Magdaléna	SpouseMotherGivenName
Chrirte	SpouseMotherSurname
femme	none
de	none
chambre	none
les	none
deux	none
domicilié	none
en	none
cette	none
commune	none
lesquels	none
nous	none
ont	none
requis	none
de	none
procéder	none
à	none
la	none
célébration	none
du	none
mariage	none
projeté	none
entre	none
eux	none
et	none
dont	none
les	none
publications	none
ont	none
étés	none
faites	none
devant	none
la	none
porte	none
principale	none
de	none
notre	none
maison	none
commune	none
les	none
dimanches	none
treize	none
et	none
vingt	none
trois	none
du	none
mois	none
de	none
septembre	none
à	none
l'heure	none
de	none
midi	none
aucune	none
opposition	none
audit	none
mariage	none
ne	none
nous	none
a	none
été	none
signifiée	none
faisant	none
droit	none
à	none
leur	none
requisition	none
après	none
avoir	none
donné	none
lecture	none
de	none
toutes	none
les	none
pièces	none
relatives	none
audit	none
mariage	none
et	none
du	none
chapitre	none
VI	none
du	none
titre	none
du	none
code	none
civil	none
intitulé	none
du	none
mariage	none
avons	none
demandé	none
au	none
futur	none
époux	none
et	none
à	none
la	none
future	none
épouse	none
s'ils	none
veulent	none
se	none
prendre	none
pour	none
mari	none
et	none
pour	none
femme	none
chacun	none
d'eux	none
a	none
repondu	none
séparément	none
et	none
affirmativement	none
déclarons	none
au	none
nom	none
de	none
la	none
loi	none
que	none
Saymon	SelfGivenName
Lovant	SelfSurname
et	none
Miren	SpouseGivenName
Berder	SpouseSurname
sont	none
unis	none
par	none
le	none
mariage	none
de	none
quoi	none
avons	none
dressé	none
acte	none
en	none
presence	none
des	none
mères	none
des	none
époux	none
et	none
Javiel	OtherPerson
Jaïgleu	OtherPerson
âgé	none
de	none
dix-sept	none
ans	none
demeurant	none
au	none
village	none
de	none
Jean-Emilien	none
Commune	none
de	none
Le	none
Rouret	none
et	none
Mahë	OtherPerson
Chagnaud	OtherPerson
testeur	none
âgé	none
de	none
trente	none
six	none
ans	none
domicilié	none
à	none
Saint-Léonard	none
et	none
Nissi	OtherPerson
Raicle	OtherPerson
voyageur	none
âgé	none
de	none
quatre	none
vingt	none
seize	none
ans	none
domicilié	none
en	none
cette	none
commune	none
et	none
Siane	OtherPerson
Gyrol	OtherPerson
cartographe	none
âgé	none
de	none
quatre-vingt-neuf	none
ans	none
domicilié	none
dans	none
la	none
commune	none
dudit	none
Rouret	none
lesquels	none
témoins	none
ainsi	none
que	none
les	none
parties	none
contractantes	none
ont	none
signé	none
le	none
présent	none
acte	none
avec	none
nous	none
après	none
qu'il	none
leur	none
en	none
a	none
été	none
fait	none
lecture	none
