L'an	none
mil	MarriageYear
sept	MarriageYear
cent	MarriageYear
quarante	MarriageYear
sept	MarriageYear
le	none
vingt	MarriageDay
six	MarriageDay
octobre	MarriageMonth
Edaly	SelfGivenName
Herrgotte	SelfSurname
fils	none
de	none
Childeric	FatherGivenName
Herrgotte	FatherSurname
et	none
de	none
Dilara	MotherGivenName
Wisz	MotherSurname
demeurant	none
à	none
Saint-Aubin	none
âgé	none
de	none
quatre-vingt-dix-neuf	SelfAge
ans	none
a	none
contracté	none
mariage	none
selon	none
la	none
forme	none
du	none
st	none
concile	none
de	none
trente	none
et	none
lesdits	none
Royaux	none
avec	none
Loundja	SpouseGivenName
Mathius	SpouseSurname
fille	none
de	none
feu	none
Nayan	SpouseFatherGivenName
Mathius	SpouseFatherSurname
et	none
de	none
feu	none
Elizea	SpouseMotherGivenName
Boardon	SpouseMotherSurname
demeurant	none
à	none
Saint-Aubin-du-Cormier	none
agée	none
de	none
vingt	SpouseAge
quatre	SpouseAge
ans	none
en	none
présence	none
de	none
Mérina	OtherPerson
Seisselin	OtherPerson
Méliana	OtherPerson
Palecker	OtherPerson
Diawoye	OtherPerson
Chervet	OtherPerson
Lennys	OtherPerson
Gumlot	OtherPerson
tous	none
soussigné	none
avec	none
ledit	none
Khenzo	OtherPerson
Piochou	OtherPerson
et	none
ladite	none
Kaylis	OtherPerson
Wyllin	OtherPerson
