L'an	none
mil	OtherYear
quatre	OtherYear
cent	OtherYear
quarante	OtherYear
quatre	OtherYear
le	none
mardi	none
vingt	OtherDay
huit	OtherDay
octobre	OtherMonth
par-devant	none
nous	none
Daya	OtherPerson
Petoux	OtherPerson
maire	none
et	none
officier	none
de	none
l'état	none
civil	none
de	none
la	none
Commune	none
de	none
Bénonces	none
canton	none
de	none
Solliès-Pont	none
Département	none
de	none
la	none
Dordogne	none
après	none
nous	none
être	none
transporté	none
devant	none
la	none
principale	none
porte	none
d'entrée	none
de	none
la	none
maison	none
commune	none
avons	none
annoncé	none
et	none
publié	none
pour	none
la	none
sixième	none
fois	none
qu'il	none
y	none
a	none
promesse	none
de	none
mariage	none
entre	none
Gwendael	SelfGivenName
Caye	SelfSurname
âgé	none
de	none
soixante-cinq	SelfAge
ans	none
agronome	none
domicilié	none
à	none
Bleymard	none
mineur	none
fils	none
des	none
conjoints	none
feus	none
Raffy	FatherGivenName
Caye	FatherSurname
et	none
Yanik	MotherGivenName
Feliz	MotherSurname
tous	none
deux	none
décédés	none
à	none
Cellettes	none
et	none
demoiselle	SpousePrefix
Ludmina	SpouseGivenName
Thorunias	SpouseSurname
âgée	none
de	none
cinquante	SpouseAge
six	SpouseAge
ans	none
faiseur	none
d'espadrilles	none
domicilié	none
à	none
Champagnolles	none
fille	none
des	none
conjoints	none
Loryc	SpouseFatherGivenName
Thorunias	SpouseFatherSurname
closier	none
domicilié	none
en	none
cette	none
commune	none
et	none
feue	none
Wandy	SpouseMotherGivenName
Fardat	SpouseMotherSurname
décédée	none
à	none
Rouffiac	none
laquelle	none
publication	none
lue	none
à	none
haute	none
et	none
intelligible	none
voix	none
a	none
été	none
de	none
suite	none
affichée	none
par	none
extrait	none
à	none
la	none
porte	none
de	none
la	none
maison	none
commune	none
de	none
quoi	none
nous	none
avons	none
dressé	none
le	none
présent	none
acte	none
