L'an	none
mil	OtherYear
sept	OtherYear
cent	OtherYear
quatre	OtherYear
le	none
dix-huit	OtherDay
du	none
mois	none
d'	none
août	OtherMonth
à	none
une	none
heure	none
du	none
matin	none
par	none
devant	none
nous	none
Lines	OtherPerson
Chostet	OtherPerson
maire	none
et	none
officier	none
de	none
l'état	none
civil	none
de	none
la	none
Commune	none
de	none
Vauxbons	none
canton	none
de	none
Beaufort-en-Anjou	none
Département	none
de	none
la	none
Martinique	none
est	none
comparu	none
Maidi	OtherPerson
Beancon	OtherPerson
veuve	none
de	none
Benoni	OtherPerson
Gausselin	OtherPerson
accouchée	none
le	none
demeurant	none
audit	none
Vauxbons	none
laquelle	none
nous	none
à	none
déclare	none
que	none
le	none
présent	none
jour	none
quatorze	BirthDay
du	none
mois	none
d'	none
avril	BirthMonth
à	none
douze	none
heures	none
du	none
soir	none
Tyah	MotherGivenName
Nusbauns	MotherSurname
agée	none
de	none
vingt-quatre	MotherAge
ans	none
fille	none
de	none
Theodorine	OtherPerson
Schomberg	OtherPerson
et	none
de	none
Huong	OtherPerson
hormat	OtherPerson
domiciliée	none
audit	none
Vauxbons	none
est	none
accouchée	none
dans	none
la	none
maison	none
que	none
ses	none
père	none
et	none
mère	none
habitent	none
audit	none
lieu	none
d'un	none
enfant	none
du	none
sexe	none
masculin	SelfGender
qu'elle	none
nous	none
présente	none
et	none
auquel	none
elle	none
a	none
donné	none
les	none
noms	none
et	none
prénoms	none
d'	none
Eme	SelfSurname
Thimothé	SelfGivenName
lesdites	none
déclarations	none
et	none
présentation	none
faite	none
en	none
présence	none
d'	none
Edline	OtherPerson
Gibet	OtherPerson
polisseur	none
âgé	none
de	none
seize	none
ans	none
et	none
de	none
Mélora	OtherPerson
Beaumgartner	OtherPerson
gargotier	none
âgé	none
de	none
dix	none
neuf	none
ans	none
les	none
deux	none
domiciliés	none
dans	none
la	none
commune	none
dudit	none
Vauxbons	none
et	none
ont	none
les	none
témoins	none
signé	none
avec	none
nous	none
le	none
présent	none
acte	none
de	none
naissance	none
après	none
qu'il	none
leur	none
en	none
a	none
été	none
fait	none
lecture	none
