L'an	none
mil	OtherYear
quatre	OtherYear
cent	OtherYear
soixante	OtherYear
six	OtherYear
le	none
lundi	none
premier	OtherDay
juillet	OtherMonth
par	none
devant	none
nous	none
Maxyne	OtherPerson
Paingre	OtherPerson
maire	none
et	none
officier	none
de	none
l'état	none
civil	none
de	none
la	none
Commune	none
de	none
Châteauvert	none
chef	none
lieu	none
du	none
canton	none
Département	none
du	none
Vaucluse	none
après	none
nous	none
être	none
transporté	none
devant	none
la	none
principale	none
porte	none
d'entrée	none
de	none
la	none
maison	none
commune	none
avons	none
annoncé	none
et	none
publié	none
pour	none
la	none
première	none
fois	none
qu'il	none
y	none
a	none
promesse	none
de	none
mariage	none
entre	none
Hamdi	SelfGivenName
Hoigné	SelfSurname
âgé	none
de	none
vingt	SelfAge
ans	none
archiduc	none
domicilié	none
à	none
Trie-la-Ville	none
né	none
à	none
Saint-Vallier	none
majeur	none
fils	none
des	none
feu	none
Melveen	FatherGivenName
Hoigné	FatherSurname
décédé	none
à	none
Burelles	none
et	none
Najima	MotherGivenName
Centire	MotherSurname
fouilleur	none
domicilié	none
à	none
Colletot	none
et	none
demoiselle	SpousePrefix
Maguy	SpouseGivenName
Vichand	SpouseSurname
âgée	none
de	none
quatre-vingt-seize	SpouseAge
ans	none
rémouleur	none
domicilié	none
à	none
Banvou	none
né	none
à	none
Pin	none
mineur	none
fille	none
des	none
feu	none
Florant	SpouseFatherGivenName
Vichand	SpouseFatherSurname
décédé	none
à	none
Valjouze	none
et	none
Justin	SpouseMotherGivenName
Rohspach	SpouseMotherSurname
tisseur	none
domicilié	none
à	none
Val-d'Épy	none
laquelle	none
publication	none
lue	none
à	none
haute	none
et	none
intelligible	none
voix	none
a	none
été	none
de	none
suite	none
affichée	none
par	none
extrait	none
à	none
la	none
porte	none
de	none
la	none
maison	none
commune	none
de	none
quoi	none
nous	none
avons	none
dressé	none
le	none
présent	none
acte	none
