L'an	none
mil	MarriageYear
quatre	MarriageYear
cent	MarriageYear
dix-huit	MarriageYear
le	none
trente	MarriageDay
et	MarriageDay
un	MarriageDay
décembre	MarriageMonth
Vardan	SelfGivenName
Aschlamann	SelfSurname
fils	none
de	none
Souleym	FatherGivenName
Aschlamann	FatherSurname
et	none
de	none
Oumama	MotherGivenName
Devautoy	MotherSurname
demeurant	none
à	none
Tarascon-sur-Ariège	none
âgé	none
de	none
dix-sept	SelfAge
ans	none
a	none
contracté	none
mariage	none
selon	none
la	none
forme	none
du	none
st	none
concile	none
de	none
trente	none
et	none
lesdits	none
Royaux	none
avec	none
Allia	SpouseGivenName
Ge	SpouseSurname
Geiger	SpouseSurname
fille	none
de	none
feu	none
Kyann	SpouseFatherGivenName
Ge	SpouseFatherSurname
Geiger	SpouseFatherSurname
et	none
de	none
feu	none
Mirale	SpouseMotherGivenName
Pauloz	SpouseMotherSurname
demeurant	none
à	none
Condat-sur-Trincou	none
agée	none
de	none
vingt	SpouseAge
deux	SpouseAge
ans	none
en	none
présence	none
de	none
Assyl	OtherPerson
Griward	OtherPerson
Abdulkerim	OtherPerson
Francisco	OtherPerson
Jonaël	OtherPerson
Sablon	OtherPerson
Ahava	OtherPerson
Creange	OtherPerson
tous	none
soussigné	none
avec	none
ledit	none
James	OtherPerson
Ronetot	OtherPerson
et	none
ladite	none
Tyliane	OtherPerson
Bouteher	OtherPerson
